country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W01,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W02,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W03,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W04,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W05,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W06,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W07,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W08,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2020-W09,national,AT,Austria,12,NA,8978929,NA,NA,NA
Austria,AT,2020-W10,national,AT,Austria,115,NA,8978929,NA,NA,NA
Austria,AT,2020-W11,national,AT,Austria,874,NA,8978929,NA,NA,NA
Austria,AT,2020-W12,national,AT,Austria,3046,NA,8978929,NA,NA,NA
Austria,AT,2020-W13,national,AT,Austria,5098,NA,8978929,NA,NA,NA
Austria,AT,2020-W14,national,AT,Austria,3114,NA,8978929,NA,NA,NA
Austria,AT,2020-W15,national,AT,Austria,1838,NA,8978929,NA,NA,NA
Austria,AT,2020-W16,national,AT,Austria,686,NA,8978929,NA,NA,NA
Austria,AT,2020-W17,national,AT,Austria,450,NA,8978929,NA,NA,NA
Austria,AT,2020-W18,national,AT,Austria,309,NA,8978929,NA,NA,NA
Austria,AT,2020-W19,national,AT,Austria,260,NA,8978929,NA,NA,NA
Austria,AT,2020-W20,national,AT,Austria,324,NA,8978929,NA,NA,NA
Austria,AT,2020-W21,national,AT,Austria,264,NA,8978929,NA,NA,NA
Austria,AT,2020-W22,national,AT,Austria,195,NA,8978929,NA,NA,NA
Austria,AT,2020-W23,national,AT,Austria,228,NA,8978929,NA,NA,NA
Austria,AT,2020-W24,national,AT,Austria,172,NA,8978929,NA,NA,NA
Austria,AT,2020-W25,national,AT,Austria,248,NA,8978929,NA,NA,NA
Austria,AT,2020-W26,national,AT,Austria,334,NA,8978929,NA,NA,NA
Austria,AT,2020-W27,national,AT,Austria,640,NA,8978929,NA,NA,NA
Austria,AT,2020-W28,national,AT,Austria,597,NA,8978929,NA,NA,NA
Austria,AT,2020-W29,national,AT,Austria,784,NA,8978929,NA,NA,NA
Austria,AT,2020-W30,national,AT,Austria,872,NA,8978929,NA,NA,NA
Austria,AT,2020-W31,national,AT,Austria,792,NA,8978929,NA,NA,NA
Austria,AT,2020-W32,national,AT,Austria,721,NA,8978929,NA,NA,NA
Austria,AT,2020-W33,national,AT,Austria,1461,NA,8978929,NA,NA,NA
Austria,AT,2020-W34,national,AT,Austria,1908,NA,8978929,NA,NA,NA
Austria,AT,2020-W35,national,AT,Austria,1943,NA,8978929,NA,NA,NA
Austria,AT,2020-W36,national,AT,Austria,2263,NA,8978929,NA,NA,NA
Austria,AT,2020-W37,national,AT,Austria,3995,NA,8978929,NA,NA,NA
Austria,AT,2020-W38,national,AT,Austria,5215,NA,8978929,NA,NA,NA
Austria,AT,2020-W39,national,AT,Austria,4661,NA,8978929,NA,NA,NA
Austria,AT,2020-W40,national,AT,Austria,5602,NA,8978929,NA,NA,NA
Austria,AT,2020-W41,national,AT,Austria,7487,124663,8978929,1388.394986,6.005791614,TESSy COVID-19
Austria,AT,2020-W42,national,AT,Austria,9898,129647,8978929,1443.902719,7.634576967,TESSy COVID-19
Austria,AT,2020-W43,national,AT,Austria,18262,158997,8978929,1770.779121,11.4857513,TESSy COVID-19
Austria,AT,2020-W44,national,AT,Austria,31613,167926,8978929,1870.223052,18.82555411,TESSy COVID-19
Austria,AT,2020-W45,national,AT,Austria,44772,199567,8978929,2222.614746,22.43457085,TESSy COVID-19
Austria,AT,2020-W46,national,AT,Austria,47837,215044,8978929,2394.98497,22.24521493,TESSy COVID-19
Austria,AT,2020-W47,national,AT,Austria,40699,207745,8978929,2313.694651,19.59084454,TESSy COVID-19
Austria,AT,2020-W48,national,AT,Austria,31142,196461,8978929,2188.022647,15.85149215,TESSy COVID-19
Austria,AT,2020-W49,national,AT,Austria,23070,163770,8978929,1823.936908,14.08682909,TESSy COVID-19
Austria,AT,2020-W50,national,AT,Austria,18693,162984,8978929,1815.18308,11.46922397,TESSy COVID-19
Austria,AT,2020-W51,national,AT,Austria,14841,185766,8978929,2068.910446,7.98908304,TESSy COVID-19
Austria,AT,2020-W52,national,AT,Austria,13415,163961,8978929,1826.064111,8.181823726,TESSy COVID-19
Austria,AT,2020-W53,national,AT,Austria,14916,127657,8978929,1421.73972,11.68443564,TESSy COVID-19
Austria,AT,2021-W01,national,AT,Austria,14636,137035,8978929,1526.184248,10.68048309,TESSy COVID-19
Austria,AT,2021-W02,national,AT,Austria,10948,911735,8978929,10154.16204,1.20078751,TESSy COVID-19
Austria,AT,2021-W03,national,AT,Austria,10156,1144351,8978929,12744.84964,0.8874899397,TESSy COVID-19
Austria,AT,2021-W04,national,AT,Austria,9513,655713,8978929,7302.797472,1.450787158,TESSy COVID-19
Austria,AT,2021-W05,national,AT,Austria,9115,960284,8978929,10694.86127,0.9491983622,TESSy COVID-19
Austria,AT,2021-W06,national,AT,Austria,9458,1477892,8978929,16459.5577,0.6399655726,TESSy COVID-19
Austria,AT,2021-W07,national,AT,Austria,11627,1500910,8978929,16715.91345,0.7746633709,TESSy COVID-19
Austria,AT,2021-W08,national,AT,Austria,14178,1582385,8978929,17623.31565,0.895989282,TESSy COVID-19
Austria,AT,2021-W09,national,AT,Austria,16313,1651867,8978929,18397.14959,0.9875492397,TESSy COVID-19
Austria,AT,2021-W10,national,AT,Austria,18218,1829934,8978929,20380.31485,0.9955550309,TESSy COVID-19
Austria,AT,2021-W11,national,AT,Austria,21074,1991339,8978929,22177.91231,1.058282894,TESSy COVID-19
Austria,AT,2021-W12,national,AT,Austria,22296,2081325,8978929,23180.10311,1.071240676,TESSy COVID-19
Austria,AT,2021-W13,national,AT,Austria,20779,NA,8978929,NA,NA,NA
Austria,AT,2021-W14,national,AT,Austria,17589,2067620,8978929,23027.46798,0.8506882309,TESSy COVID-19
Austria,AT,2021-W15,national,AT,Austria,16809,NA,8978929,NA,NA,NA
Austria,AT,2021-W16,national,AT,Austria,15046,NA,8978929,NA,NA,NA
Austria,AT,2021-W17,national,AT,Austria,12529,NA,8978929,NA,NA,NA
Austria,AT,2021-W18,national,AT,Austria,9016,NA,8978929,NA,NA,NA
Austria,AT,2021-W19,national,AT,Austria,5736,NA,8978929,NA,NA,NA
Austria,AT,2021-W20,national,AT,Austria,4152,NA,8978929,NA,NA,NA
Austria,AT,2021-W21,national,AT,Austria,3155,NA,8978929,NA,NA,NA
Austria,AT,2021-W22,national,AT,Austria,2423,4859495,8978929,54121.09841,0.04986114812,TESSy COVID-19
Austria,AT,2021-W23,national,AT,Austria,1686,5649558,8978929,62920.17678,0.02984304259,TESSy COVID-19
Austria,AT,2021-W24,national,AT,Austria,1002,NA,8978929,NA,NA,NA
Austria,AT,2021-W25,national,AT,Austria,681,NA,8978929,NA,NA,NA
Austria,AT,2021-W26,national,AT,Austria,632,NA,8978929,NA,NA,NA
Austria,AT,2021-W27,national,AT,Austria,1088,NA,8978929,NA,NA,NA
Austria,AT,2021-W28,national,AT,Austria,2197,NA,8978929,NA,NA,NA
Austria,AT,2021-W29,national,AT,Austria,2529,2807249,8978929,31264.85353,0.09008819667,TESSy COVID-19
Austria,AT,2021-W30,national,AT,Austria,3261,NA,8978929,NA,NA,NA
Austria,AT,2021-W31,national,AT,Austria,3662,NA,8978929,NA,NA,NA
Austria,AT,2021-W32,national,AT,Austria,5903,2584647,8978929,28785.69371,0.2283870873,TESSy COVID-19
Austria,AT,2021-W33,national,AT,Austria,8066,465080,8978929,5179.682343,1.734325277,TESSy COVID-19
Austria,AT,2021-W34,national,AT,Austria,9437,2703030,8978929,30104.14716,0.3491267208,TESSy COVID-19
Austria,AT,2021-W35,national,AT,Austria,11273,2840922,8978929,31639.87598,0.3968077969,TESSy COVID-19
Austria,AT,2021-W36,national,AT,Austria,14084,3308862,8978929,36851.41067,0.4256448289,TESSy COVID-19
Austria,AT,2021-W37,national,AT,Austria,13761,2975110,8978929,33134.35266,0.4625375196,TESSy COVID-19
Austria,AT,2021-W38,national,AT,Austria,11753,3163381,8978929,35231.16176,0.3715328631,TESSy COVID-19
Austria,AT,2021-W39,national,AT,Austria,12600,3015264,8978929,33581.55522,0.4178738578,TESSy COVID-19
Austria,AT,2021-W40,national,AT,Austria,12771,3662031,8978929,40784.71942,0.3487409036,TESSy COVID-19
Austria,AT,2021-W41,national,AT,Austria,15338,3594537,8978929,40033.02621,0.4267030775,TESSy COVID-19
Austria,AT,2021-W42,national,AT,Austria,23830,3690879,8978929,41106.00496,0.6456456579,TESSy COVID-19
Austria,AT,2021-W43,national,AT,Austria,34557,3074257,8978929,34238.57121,1.124076484,TESSy COVID-19
Austria,AT,2021-W44,national,AT,Austria,56412,4763048,8978929,53046.95025,1.184367657,TESSy COVID-19
Austria,AT,2021-W45,national,AT,Austria,78621,4309646,8978929,47997.32797,1.824302971,TESSy COVID-19
Austria,AT,2021-W46,national,AT,Austria,97085,5909773,8978929,65818.23957,1.642787295,TESSy COVID-19
Austria,AT,2021-W47,national,AT,Austria,82539,7827648,8978929,87177.96967,1.054454671,TESSy COVID-19
Austria,AT,2021-W48,national,AT,Austria,50813,6021454,8978929,67062.05161,0.84386595,TESSy COVID-19
Austria,AT,2021-W49,national,AT,Austria,29146,5066057,8978929,56421.61777,0.5753192276,TESSy COVID-19
Austria,AT,2021-W50,national,AT,Austria,18844,5990972,8978929,66722.56791,0.3145399444,TESSy COVID-19
Austria,AT,2021-W51,national,AT,Austria,14605,4770559,8978929,53130.60166,0.3061486086,TESSy COVID-19
Austria,AT,2021-W52,national,AT,Austria,23029,4844026,8978929,53948.81728,0.4754103302,TESSy COVID-19
Austria,AT,2022-W01,national,AT,Austria,62194,4168221,8978929,46422.25147,1.492099387,TESSy COVID-19
Austria,AT,2022-W02,national,AT,Austria,110554,7970300,8978929,88766.71149,1.387074514,TESSy COVID-19
Austria,AT,2022-W03,national,AT,Austria,175980,7790563,8978929,86764.94713,2.25888681,TESSy COVID-19
Austria,AT,2022-W04,national,AT,Austria,227274,7923740,8978929,88248.16412,2.868266753,TESSy COVID-19
Austria,AT,2022-W05,national,AT,Austria,231847,7927760,8978929,88292.93561,2.924495696,TESSy COVID-19
Austria,AT,2022-W06,national,AT,Austria,216386,6113208,8978929,68083.93295,3.539647269,TESSy COVID-19
Austria,AT,2022-W07,national,AT,Austria,195511,6216441,8978929,69233.65805,3.145063228,TESSy COVID-19
Austria,AT,2022-W08,national,AT,Austria,185349,5714168,8978929,63639.75035,3.24367432,TESSy COVID-19
Austria,AT,2022-W09,national,AT,Austria,217009,5794561,8978929,64535.10213,3.745046432,TESSy COVID-19
Austria,AT,2022-W10,national,AT,Austria,299203,5859407,8978929,65257.30407,5.106369979,TESSy COVID-19
Austria,AT,2022-W11,national,AT,Austria,315892,6155757,8978929,68557.80907,5.131651558,TESSy COVID-19
Austria,AT,2022-W12,national,AT,Austria,248044,4714316,8978929,52504.21292,5.261505593,TESSy COVID-19
Austria,AT,2022-W13,national,AT,Austria,151681,4598686,8978929,51216.42013,3.298355226,TESSy COVID-19
Austria,AT,2022-W14,national,AT,Austria,96521,3450406,8978929,38427.81249,2.797380946,TESSy COVID-19
Austria,AT,2022-W15,national,AT,Austria,63286,1472830,8978929,16403.18127,4.296897809,TESSy COVID-19
Austria,AT,2022-W16,national,AT,Austria,48996,1492969,8978929,16627.47305,3.28178281,TESSy COVID-19
Austria,AT,2022-W17,national,AT,Austria,40350,1403772,8978929,15634.0695,2.874398407,TESSy COVID-19
Austria,AT,2022-W18,national,AT,Austria,36971,1469716,8978929,16368.50007,2.515520005,TESSy COVID-19
Austria,AT,2022-W19,national,AT,Austria,29760,1621328,8978929,18057.03108,1.835532354,TESSy COVID-19
Austria,AT,2022-W20,national,AT,Austria,20282,1289409,8978929,14360.38753,1.572968701,TESSy COVID-19
Austria,AT,2022-W21,national,AT,Austria,15294,1245967,8978929,13876.5659,1.227480343,TESSy COVID-19
Austria,AT,2022-W22,national,AT,Austria,19505,1091054,8978929,12151.27105,1.787720864,TESSy COVID-19
Austria,AT,2022-W23,national,AT,Austria,25414,798495,8978929,8892.987126,3.182737525,TESSy COVID-19
Austria,AT,2022-W24,national,AT,Austria,40803,761356,8978929,8479.363185,5.359253753,TESSy COVID-19
Austria,AT,2022-W25,national,AT,Austria,60223,876743,8978929,9764.449635,6.868945632,TESSy COVID-19
Austria,AT,2022-W26,national,AT,Austria,71280,911142,8978929,10147.55769,7.82314941,TESSy COVID-19
Austria,AT,2022-W27,national,AT,Austria,73764,869033,8978929,9678.581933,8.488055114,TESSy COVID-19
Austria,AT,2022-W28,national,AT,Austria,83410,1019276,8978929,11351.86613,8.18325949,TESSy COVID-19
Austria,AT,2022-W29,national,AT,Austria,79546,850510,8978929,9472.287842,9.352741296,TESSy COVID-19
Austria,AT,2022-W30,national,AT,Austria,54660,665041,8978929,7406.68514,8.219042134,TESSy COVID-19
Austria,AT,2022-W31,national,AT,Austria,42903,628744,8978929,7002.43871,6.823603883,TESSy COVID-19
Austria,AT,2022-W32,national,AT,Austria,38602,645056,8978929,7184.108483,5.984286636,TESSy COVID-19
Austria,AT,2022-W33,national,AT,Austria,37657,NA,8978929,NA,NA,NA
Austria,AT,2022-W34,national,AT,Austria,33704,NA,8978929,NA,NA,NA
Austria,AT,2022-W35,national,AT,Austria,29627,NA,8978929,NA,NA,NA
Austria,AT,2022-W36,national,AT,Austria,28960,631561,8978929,7033.812162,4.585463637,TESSy COVID-19
Austria,AT,2022-W37,national,AT,Austria,36219,NA,8978929,NA,NA,NA
Austria,AT,2022-W38,national,AT,Austria,52258,NA,8978929,NA,NA,NA
Austria,AT,2022-W39,national,AT,Austria,83434,NA,8978929,NA,NA,NA
Austria,AT,2022-W40,national,AT,Austria,97846,NA,8978929,NA,NA,NA
Austria,AT,2022-W41,national,AT,Austria,86396,889186,8978929,9903.029637,9.716302326,TESSy COVID-19
Austria,AT,2022-W42,national,AT,Austria,58624,NA,8978929,NA,NA,NA
Austria,AT,2022-W43,national,AT,Austria,37085,NA,8978929,NA,NA,NA
Austria,AT,2022-W44,national,AT,Austria,29394,593107,8978929,6605.542821,4.955935438,TESSy COVID-19
Austria,AT,2022-W45,national,AT,Austria,24783,1231667,8978929,13717.30415,2.012151012,TESSy COVID-19
Austria,AT,2022-W46,national,AT,Austria,27034,681890,8978929,7594.335583,3.964569065,TESSy COVID-19
Austria,AT,2022-W47,national,AT,Austria,30238,NA,8978929,NA,NA,NA
Austria,AT,2022-W48,national,AT,Austria,33270,500225,8978929,5571.098736,6.651007047,TESSy COVID-19
Austria,AT,2022-W49,national,AT,Austria,33258,190331,8978929,2119.751699,17.47376938,TESSy COVID-19
Austria,AT,2022-W50,national,AT,Austria,34730,724315,8978929,8066.830688,4.794875158,TESSy COVID-19
Austria,AT,2022-W51,national,AT,Austria,32948,NA,8978929,NA,NA,NA
Austria,AT,2022-W52,national,AT,Austria,24803,NA,8978929,NA,NA,NA
Austria,AT,2023-W01,national,AT,Austria,18797,368514,8978929,4104.208865,5.100756009,TESSy COVID-19
Austria,AT,2023-W02,national,AT,Austria,14951,430635,8978929,4796.06198,3.47184971,TESSy COVID-19
Austria,AT,2023-W03,national,AT,Austria,13848,374988,8978929,4176.311005,3.692918173,TESSy COVID-19
Austria,AT,2023-W04,national,AT,Austria,19928,NA,8978929,NA,NA,NA
Austria,AT,2023-W05,national,AT,Austria,26725,NA,8978929,NA,NA,NA
Austria,AT,2023-W06,national,AT,Austria,28849,NA,8978929,NA,NA,NA
Austria,AT,2023-W07,national,AT,Austria,34144,372438,8978929,4147.911182,9.167700396,TESSy COVID-19
Austria,AT,2023-W08,national,AT,Austria,38954,376169,8978929,4189.464022,10.35545194,TESSy COVID-19
Austria,AT,2023-W09,national,AT,Austria,37924,329787,8978929,3672.899073,11.49954364,TESSy COVID-19
Austria,AT,2023-W10,national,AT,Austria,33257,NA,8978929,NA,NA,NA
Austria,AT,2023-W11,national,AT,Austria,27076,NA,8978929,NA,NA,NA
Austria,AT,2023-W12,national,AT,Austria,21252,NA,8978929,NA,NA,NA
Austria,AT,2023-W13,national,AT,Austria,13065,NA,8978929,NA,NA,NA
Austria,AT,2023-W14,national,AT,Austria,8979,NA,8978929,NA,NA,NA
Austria,AT,2023-W15,national,AT,Austria,7160,NA,8978929,NA,NA,NA
Austria,AT,2023-W16,national,AT,Austria,6588,NA,8978929,NA,NA,NA
Austria,AT,2023-W17,national,AT,Austria,5175,67693,8978929,753.9095142,7.644808178,TESSy COVID-19
Austria,AT,2023-W18,national,AT,Austria,3629,NA,8978929,NA,NA,NA
Austria,AT,2023-W19,national,AT,Austria,2825,49832,8978929,554.9882397,5.669048001,TESSy COVID-19
Austria,AT,2023-W20,national,AT,Austria,2219,36573,8978929,407.320294,6.06731742,TESSy COVID-19
Austria,AT,2023-W21,national,AT,Austria,2117,NA,8978929,NA,NA,NA
Austria,AT,2023-W22,national,AT,Austria,1412,NA,8978929,NA,NA,NA
Austria,AT,2023-W23,national,AT,Austria,1087,NA,8978929,NA,NA,NA
Austria,AT,2023-W24,national,AT,Austria,970,24157,8978929,269.0409959,4.015399263,TESSy COVID-19
Austria,AT,2023-W25,national,AT,Austria,825,19739,8978929,219.8369093,4.179543037,TESSy COVID-19
Austria,AT,2023-W26,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W27,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W28,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W29,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W30,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W31,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W32,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W33,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W34,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Austria,AT,2023-W35,national,AT,Austria,NA,NA,8978929,NA,NA,NA
Belgium,BE,2020-W01,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W02,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W03,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W04,national,BE,Belgium,NA,NA,11617623,NA,NA,NA
Belgium,BE,2020-W05,national,BE,Belgium,2,NA,11617623,NA,NA,NA
Belgium,BE,2020-W06,national,BE,Belgium,1,NA,11617623,NA,NA,NA
Belgium,BE,2020-W07,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W08,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W09,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W10,national,BE,Belgium,0,NA,11617623,NA,NA,NA
Belgium,BE,2020-W11,national,BE,Belgium,3678,NA,11617623,NA,NA,NA
Belgium,BE,2020-W12,national,BE,Belgium,3673,NA,11617623,NA,NA,NA
Belgium,BE,2020-W13,national,BE,Belgium,8130,NA,11617623,NA,NA,NA
Belgium,BE,2020-W14,national,BE,Belgium,9694,NA,11617623,NA,NA,NA
Belgium,BE,2020-W15,national,BE,Belgium,11175,NA,11617623,NA,NA,NA
Belgium,BE,2020-W16,national,BE,Belgium,7963,NA,11617623,NA,NA,NA
Belgium,BE,2020-W17,national,BE,Belgium,5703,NA,11617623,NA,NA,NA
Belgium,BE,2020-W18,national,BE,Belgium,3095,NA,11617623,NA,NA,NA
Belgium,BE,2020-W19,national,BE,Belgium,3051,NA,11617623,NA,NA,NA
Belgium,BE,2020-W20,national,BE,Belgium,2071,NA,11617623,NA,NA,NA
Belgium,BE,2020-W21,national,BE,Belgium,1510,NA,11617623,NA,NA,NA
Belgium,BE,2020-W22,national,BE,Belgium,1144,87209,11617623,750.6613014,1.311791214,TESSy COVID-19
Belgium,BE,2020-W23,national,BE,Belgium,847,75991,11617623,654.1011014,1.114605677,TESSy COVID-19
Belgium,BE,2020-W24,national,BE,Belgium,671,86874,11617623,747.7777511,0.7723829915,TESSy COVID-19
Belgium,BE,2020-W25,national,BE,Belgium,668,88901,11617623,765.2253822,0.7513976221,TESSy COVID-19
Belgium,BE,2020-W26,national,BE,Belgium,607,93868,11617623,807.9793948,0.6466527464,TESSy COVID-19
Belgium,BE,2020-W27,national,BE,Belgium,637,85012,11617623,731.7503761,0.7493059803,TESSy COVID-19
Belgium,BE,2020-W28,national,BE,Belgium,704,77973,11617623,671.1613899,0.9028766368,TESSy COVID-19
Belgium,BE,2020-W29,national,BE,Belgium,1385,86865,11617623,747.7002826,1.594428136,TESSy COVID-19
Belgium,BE,2020-W30,national,BE,Belgium,2489,99622,11617623,857.5075986,2.498444119,TESSy COVID-19
Belgium,BE,2020-W31,national,BE,Belgium,3759,145338,11617623,1251.013224,2.586384841,TESSy COVID-19
Belgium,BE,2020-W32,national,BE,Belgium,4340,141302,11617623,1216.272899,3.071435648,TESSy COVID-19
Belgium,BE,2020-W33,national,BE,Belgium,3751,127215,11617623,1095.017458,2.948551665,TESSy COVID-19
Belgium,BE,2020-W34,national,BE,Belgium,3453,137022,11617623,1179.432316,2.520033279,TESSy COVID-19
Belgium,BE,2020-W35,national,BE,Belgium,3121,145319,11617623,1250.849679,2.147688878,TESSy COVID-19
Belgium,BE,2020-W36,national,BE,Belgium,3655,159252,11617623,1370.779548,2.295104614,TESSy COVID-19
Belgium,BE,2020-W37,national,BE,Belgium,6158,213854,11617623,1840.77242,2.879534636,TESSy COVID-19
Belgium,BE,2020-W38,national,BE,Belgium,10108,251200,11617623,2162.232326,4.02388535,TESSy COVID-19
Belgium,BE,2020-W39,national,BE,Belgium,11274,256649,11617623,2209.135208,4.392769892,TESSy COVID-19
Belgium,BE,2020-W40,national,BE,Belgium,18895,259284,11617623,2231.816267,7.287376005,TESSy COVID-19
Belgium,BE,2020-W41,national,BE,Belgium,38852,309616,11617623,2665.054633,12.54844711,TESSy COVID-19
Belgium,BE,2020-W42,national,BE,Belgium,72232,418567,11617623,3602.862651,17.25697439,TESSy COVID-19
Belgium,BE,2020-W43,national,BE,Belgium,105383,467257,11617623,4021.967316,22.5535412,TESSy COVID-19
Belgium,BE,2020-W44,national,BE,Belgium,99584,416375,11617623,3583.994764,23.91690183,TESSy COVID-19
Belgium,BE,2020-W45,national,BE,Belgium,54006,259546,11617623,2234.071462,20.80787221,TESSy COVID-19
Belgium,BE,2020-W46,national,BE,Belgium,33967,199500,11617623,1717.218746,17.02606516,TESSy COVID-19
Belgium,BE,2020-W47,national,BE,Belgium,22312,200292,11617623,1724.035975,11.13973599,TESSy COVID-19
Belgium,BE,2020-W48,national,BE,Belgium,16261,205086,11617623,1765.300871,7.928868865,TESSy COVID-19
Belgium,BE,2020-W49,national,BE,Belgium,15289,209927,11617623,1806.970324,7.283007903,TESSy COVID-19
Belgium,BE,2020-W50,national,BE,Belgium,16840,234165,11617623,2015.601642,7.19151026,TESSy COVID-19
Belgium,BE,2020-W51,national,BE,Belgium,17714,270716,11617623,2330.218497,6.543388643,TESSy COVID-19
Belgium,BE,2020-W52,national,BE,Belgium,12607,206608,11617623,1778.401658,6.101893441,TESSy COVID-19
Belgium,BE,2020-W53,national,BE,Belgium,8976,180686,11617623,1555.27512,4.96773408,TESSy COVID-19
Belgium,BE,2021-W01,national,BE,Belgium,13692,308891,11617623,2658.814114,4.432631576,TESSy COVID-19
Belgium,BE,2021-W02,national,BE,Belgium,13093,307162,11617623,2643.931551,4.262571542,TESSy COVID-19
Belgium,BE,2021-W03,national,BE,Belgium,14641,312018,11617623,2685.730119,4.692357492,TESSy COVID-19
Belgium,BE,2021-W04,national,BE,Belgium,16375,354286,11617623,3049.556695,4.621972079,TESSy COVID-19
Belgium,BE,2021-W05,national,BE,Belgium,14892,348328,11617623,2998.272538,4.27528077,TESSy COVID-19
Belgium,BE,2021-W06,national,BE,Belgium,12527,299526,11617623,2578.20382,4.182274661,TESSy COVID-19
Belgium,BE,2021-W07,national,BE,Belgium,15361,266185,11617623,2291.217403,5.770798505,TESSy COVID-19
Belgium,BE,2021-W08,national,BE,Belgium,16648,288336,11617623,2481.884633,5.773819433,TESSy COVID-19
Belgium,BE,2021-W09,national,BE,Belgium,16429,309353,11617623,2662.790831,5.310761493,TESSy COVID-19
Belgium,BE,2021-W10,national,BE,Belgium,21255,340088,11617623,2927.345809,6.249852979,TESSy COVID-19
Belgium,BE,2021-W11,national,BE,Belgium,29329,416389,11617623,3584.11527,7.043653891,TESSy COVID-19
Belgium,BE,2021-W12,national,BE,Belgium,33998,481533,11617623,4144.849596,7.060367618,TESSy COVID-19
Belgium,BE,2021-W13,national,BE,Belgium,29873,415163,11617623,3573.562337,7.195487074,TESSy COVID-19
Belgium,BE,2021-W14,national,BE,Belgium,24193,285086,11617623,2453.909892,8.486211178,TESSy COVID-19
Belgium,BE,2021-W15,national,BE,Belgium,24371,282774,11617623,2434.009091,8.61854343,TESSy COVID-19
Belgium,BE,2021-W16,national,BE,Belgium,24423,311363,11617623,2680.092132,7.843899243,TESSy COVID-19
Belgium,BE,2021-W17,national,BE,Belgium,20783,332183,11617623,2859.30263,6.256491151,TESSy COVID-19
Belgium,BE,2021-W18,national,BE,Belgium,20975,370831,11617623,3191.969648,5.656215365,TESSy COVID-19
Belgium,BE,2021-W19,national,BE,Belgium,14649,295024,11617623,2539.452348,4.96535875,TESSy COVID-19
Belgium,BE,2021-W20,national,BE,Belgium,16999,NA,11617623,NA,NA,NA
Belgium,BE,2021-W21,national,BE,Belgium,12179,NA,11617623,NA,NA,NA
Belgium,BE,2021-W22,national,BE,Belgium,9065,NA,11617623,NA,NA,NA
Belgium,BE,2021-W23,national,BE,Belgium,5261,NA,11617623,NA,NA,NA
Belgium,BE,2021-W24,national,BE,Belgium,3006,NA,11617623,NA,NA,NA
Belgium,BE,2021-W25,national,BE,Belgium,2416,NA,11617623,NA,NA,NA
Belgium,BE,2021-W26,national,BE,Belgium,4070,NA,11617623,NA,NA,NA
Belgium,BE,2021-W27,national,BE,Belgium,7513,NA,11617623,NA,NA,NA
Belgium,BE,2021-W28,national,BE,Belgium,9541,NA,11617623,NA,NA,NA
Belgium,BE,2021-W29,national,BE,Belgium,10388,NA,11617623,NA,NA,NA
Belgium,BE,2021-W30,national,BE,Belgium,11283,NA,11617623,NA,NA,NA
Belgium,BE,2021-W31,national,BE,Belgium,12242,NA,11617623,NA,NA,NA
Belgium,BE,2021-W32,national,BE,Belgium,13352,NA,11617623,NA,NA,NA
Belgium,BE,2021-W33,national,BE,Belgium,13831,NA,11617623,NA,NA,NA
Belgium,BE,2021-W34,national,BE,Belgium,14116,NA,11617623,NA,NA,NA
Belgium,BE,2021-W35,national,BE,Belgium,13761,NA,11617623,NA,NA,NA
Belgium,BE,2021-W36,national,BE,Belgium,13760,NA,11617623,NA,NA,NA
Belgium,BE,2021-W37,national,BE,Belgium,14475,NA,11617623,NA,NA,NA
Belgium,BE,2021-W38,national,BE,Belgium,13647,NA,11617623,NA,NA,NA
Belgium,BE,2021-W39,national,BE,Belgium,13316,NA,11617623,NA,NA,NA
Belgium,BE,2021-W40,national,BE,Belgium,14922,NA,11617623,NA,NA,NA
Belgium,BE,2021-W41,national,BE,Belgium,22871,NA,11617623,NA,NA,NA
